Date,Sector,Post,Tank Capacity,Reported Stock,Available Storage Space,Avg Daily Consumption,Days of Supply
"May 8, 2025",Central Section,POS17A,"4,000","2,435","1,565",186,13
"May 8, 2025",Central Section,POS 27 Fuel Station,"20,000","19,220",780,21,915
"May 8, 2025",Central Section,POS27 Gen,"10,000","8,836","1,164",37,239
"May 8, 2025",Central Section,POS32,"11,000","10,472",528,12,873
"May 8, 2025",Central Section,POS37,"20,000","19,587",413,57,344
"May 8, 2025",Central Section,POS60,"20,000","16,093","3,907",116,139
"May 8, 2025",Western Section,CZ,"60,000","25,404","34,596",500,51
"May 8, 2025",Western Section,POS22,"10,000","7,180","2,820",37,194
"May 8, 2025",Western Section,C Gate GEN,"2,000","1,110",890,63,18
"May 8, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 8, 2025",Southern Section,POS68,"20,000","19,485",515,88,221
"May 8, 2025",Southern Section,POS80 GEN,"11,000","6,100","4,900",296,21
"May 8, 2025",Southern Section,POS80 Fuel Station,"20,000","16,137","6,363",336,48
"May 8, 2025",Southern Section,POS85,"10,000","8,453","1,547",56,151
"May 8, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 8, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 8, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 8, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 9, 2025",Camp Faouar,CF Gen,"40,000","23,302","16,698","2,206",11
"May 9, 2025",Camp Faouar,CF Fuel Station,"100,000","78,884",786,"1,024",77
"May 9, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 9, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 9, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 9, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 9, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 9, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 9, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 9, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 9, 2025",Northern Sector,HB GEN,"51,000","39,111","11,889",234,167
"May 9, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 9, 2025",Northern Sector,HH,"42,000","38,813","3,187",115,338
"May 9, 2025",Northern Sector,HS,"37,000","34,601","2,399",162,214
"May 9, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,554","1,446",51,325
"May 9, 2025",Northern Sector,POS12A GEN,"40,000","34,969","5,031",344,102
"May 9, 2025",Central Section,POS10A,"20,000","19,101",899,87,220
"May 9, 2025",Central Section,POS17A,"4,000","2,250","1,750",186,12
"May 9, 2025",Central Section,POS 27 Fuel Station,"20,000","19,220",780,21,915
"May 9, 2025",Central Section,POS27 Gen,"10,000","8,816","1,184",37,238
"May 9, 2025",Central Section,POS32,"11,000","10,472",528,12,873
"May 9, 2025",Central Section,POS37,"20,000","19,564",436,57,343
"May 9, 2025",Central Section,POS60,"20,000","15,974","4,026",116,138
"May 9, 2025",Western Section,CZ,"60,000","24,995","35,005",500,50
"May 9, 2025",Western Section,POS22,"10,000","6,770","3,230",37,183
"May 9, 2025",Western Section,C Gate GEN,"2,000","1,050",950,63,17
"May 9, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 9, 2025",Southern Section,POS68,"20,000","19,450",550,88,221
"May 9, 2025",Southern Section,POS80 GEN,"11,000","5,900","5,100",296,20
"May 9, 2025",Southern Section,POS80 Fuel Station,"20,000","16,137","6,363",336,48
"May 9, 2025",Southern Section,POS85,"10,000","8,404","1,596",56,150
"May 9, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 9, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 9, 2025",UNDOF Vehicle Registration,2087,"16,000","16,000",0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 9, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 10, 2025",Camp Faouar,CF Gen,,,0,0,0
"May 10, 2025",Camp Faouar,CF Fuel Station,,,0,0,0
"May 10, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,CF JOC GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,,,0,0,0
"May 10, 2025",Camp Faouar,Reserve VDP,,,0,0,0
"May 10, 2025",ROD,ROD Fuel Station,,,0,0,0
"May 10, 2025",ROD,ROD Generator,,,0,0,0
"May 10, 2025",Northern Sector,HB GEN,,,0,0,0
"May 10, 2025",Northern Sector,HB Fuel Station,,,0,0,0
"May 10, 2025",Northern Sector,HH,,,0,0,0
"May 10, 2025",Northern Sector,HS,,,0,0,0
"May 10, 2025",Northern Sector,POS12 Fuel Station,,,0,0,0
"May 10, 2025",Northern Sector,POS12A GEN,,,0,0,0
"May 10, 2025",Central Section,POS10A,,,0,0,0
"May 10, 2025",Central Section,POS17A,,,0,0,0
"May 10, 2025",Central Section,POS 27 Fuel Station,,,0,0,0
"May 10, 2025",Central Section,POS27 Gen,,,0,0,0
"May 10, 2025",Central Section,POS32,,,0,0,0
"May 10, 2025",Central Section,POS37,,,0,0,0
"May 10, 2025",Central Section,POS60,,,0,0,0
"May 10, 2025",Western Section,CZ,,,0,0,0
"May 10, 2025",Western Section,POS22,,,0,0,0
"May 10, 2025",Western Section,C Gate GEN,,,0,0,0
"May 10, 2025",Western Section,C Gate Central Heating,,,0,0,0
"May 10, 2025",Southern Section,POS68,,,0,0,0
"May 10, 2025",Southern Section,POS80 GEN,,,0,0,0
"May 10, 2025",Southern Section,POS80 Fuel Station,,,0,0,0
"May 10, 2025",Southern Section,POS85,,,0,0,0
"May 10, 2025",Southern Section,POS86B,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,2085,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,2086,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,2087,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,4661,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,4662,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,4663,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,4664,,,0,0,0
"May 10, 2025",UNDOF Vehicle Registration,4665,,,0,0,0
"May 11, 2025",Camp Faouar,CF Gen,,,0,0,0
"May 11, 2025",Camp Faouar,CF Fuel Station,,,0,0,0
"May 11, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,,,0,0,0
"May 11, 2025",Camp Faouar,CF JOC GEN (Backup) ,,,0,0,0
"May 11, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,,,0,0,0
"May 11, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,,,0,0,0
"May 11, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,,,0,0,0
"May 11, 2025",Camp Faouar,Reserve VDP,,,0,0,0
"May 11, 2025",ROD,ROD Fuel Station,,,0,0,0
"May 11, 2025",ROD,ROD Generator,,,0,0,0
"May 11, 2025",Northern Sector,HB GEN,,,0,0,0
"May 11, 2025",Northern Sector,HB Fuel Station,,,0,0,0
"May 11, 2025",Northern Sector,HH,,,0,0,0
"May 11, 2025",Northern Sector,HS,,,0,0,0
"May 11, 2025",Northern Sector,POS12 Fuel Station,,,0,0,0
"May 11, 2025",Northern Sector,POS12A GEN,,,0,0,0
"May 11, 2025",Central Section,POS10A,,,0,0,0
"May 11, 2025",Central Section,POS17A,,,0,0,0
"May 11, 2025",Central Section,POS 27 Fuel Station,,,0,0,0
"May 11, 2025",Central Section,POS27 Gen,,,0,0,0
"May 11, 2025",Central Section,POS32,,,0,0,0
"May 11, 2025",Central Section,POS37,,,0,0,0
"May 11, 2025",Central Section,POS60,,,0,0,0
"May 11, 2025",Western Section,CZ,,,0,0,0
"May 11, 2025",Western Section,POS22,,,0,0,0
"May 11, 2025",Western Section,C Gate GEN,,,0,0,0
"May 11, 2025",Western Section,C Gate Central Heating,,,0,0,0
"May 11, 2025",Southern Section,POS68,,,0,0,0
"May 11, 2025",Southern Section,POS80 GEN,,,0,0,0
"May 11, 2025",Southern Section,POS80 Fuel Station,,,0,0,0
"May 11, 2025",Southern Section,POS85,,,0,0,0
"May 11, 2025",Southern Section,POS86B,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,2085,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,2086,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,2087,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,4661,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,4662,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,4663,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,4664,,,0,0,0
"May 11, 2025",UNDOF Vehicle Registration,4665,,,0,0,0
"May 12, 2025",Camp Faouar,CF Gen,"40,000","34,203","5,797","2,206",16
"May 12, 2025",Camp Faouar,CF Fuel Station,"100,000","77,591",786,"1,024",76
"May 12, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 12, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 12, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 12, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 12, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 12, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 12, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 12, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 12, 2025",Northern Sector,HB GEN,"51,000","38,487","12,513",234,164
"May 12, 2025",Northern Sector,HB Fuel Station,"22,500","21,599",901,8,"2,700"
"May 12, 2025",Northern Sector,HH,"42,000","38,536","3,464",115,335
"May 12, 2025",Northern Sector,HS,"37,000","34,223","2,777",162,211
"May 12, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,468","1,532",51,323
"May 12, 2025",Northern Sector,POS12A GEN,"40,000","34,067","5,933",344,99
"May 12, 2025",Central Section,POS10A,"20,000","18,887","1,113",87,217
"May 12, 2025",Central Section,POS17A,"4,000","1,710","2,290",186,9
"May 12, 2025",Central Section,POS 27 Fuel Station,"20,000","18,720","1,280",21,891
"May 12, 2025",Central Section,POS27 Gen,"10,000","8,818","1,182",37,238
"May 12, 2025",Central Section,POS32,"11,000","10,466",534,12,872
"May 12, 2025",Central Section,POS37,"20,000","19,523",477,57,343
"May 12, 2025",Central Section,POS60,"20,000","15,803","4,197",116,136
"May 12, 2025",Western Section,CZ,"60,000","24,528","35,472",500,49
"May 12, 2025",Western Section,POS22,"10,000","6,740","3,260",37,182
"May 12, 2025",Western Section,C Gate GEN,"2,000",860,"1,140",63,14
"May 12, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 12, 2025",Southern Section,POS68,"20,000","19,360",640,88,220
"May 12, 2025",Southern Section,POS80 GEN,"11,000","5,300","5,700",296,18
"May 12, 2025",Southern Section,POS80 Fuel Station,"20,000","15,068","6,363",336,45
"May 12, 2025",Southern Section,POS85,"10,000","8,299","1,701",56,148
"May 12, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 12, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 12, 2025",UNDOF Vehicle Registration,2086,"16,000","13,003",0,0,0
"May 12, 2025",UNDOF Vehicle Registration,2087,"16,000",0,0,0,0
"May 12, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 12, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 12, 2025",UNDOF Vehicle Registration,4663,"16,000","16,000",0,0,0
"May 12, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 12, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 13, 2025",Camp Faouar,CF Gen,"40,000","31,929","8,071","2,206",14
"May 13, 2025",Camp Faouar,CF Fuel Station,"100,000","75,191",786,"1,024",73
"May 13, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 13, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 13, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 13, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 13, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 13, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 13, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 13, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 13, 2025",Northern Sector,HB GEN,"51,000","47,692","3,308",234,204
"May 13, 2025",Northern Sector,HB Fuel Station,"22,500","21,454","1,046",8,"2,682"
"May 13, 2025",Northern Sector,HH,"42,000","38,429","3,571",115,334
"May 13, 2025",Northern Sector,HS,"37,000","34,223","2,777",162,211
"May 13, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,468","1,532",51,323
"May 13, 2025",Northern Sector,POS12A GEN,"40,000","33,768","6,232",344,98
"May 13, 2025",Central Section,POS10A,"20,000","18,816","1,184",87,216
"May 13, 2025",Central Section,POS17A,"4,000","1,540","2,460",186,8
"May 13, 2025",Central Section,POS 27 Fuel Station,"20,000","18,651","1,349",21,888
"May 13, 2025",Central Section,POS27 Gen,"10,000","8,800","1,200",37,238
"May 13, 2025",Central Section,POS32,"11,000","10,466",534,12,872
"May 13, 2025",Central Section,POS37,"20,000","19,493",507,57,342
"May 13, 2025",Central Section,POS60,"20,000","15,740","4,260",116,136
"May 13, 2025",Western Section,CZ,"60,000","26,158","33,842",500,52
"May 13, 2025",Western Section,POS22,"10,000","6,690","3,310",37,181
"May 13, 2025",Western Section,C Gate GEN,"2,000",800,"1,200",63,13
"May 13, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 13, 2025",Southern Section,POS68,"20,000","19,961",39,88,227
"May 13, 2025",Southern Section,POS80 GEN,"11,000","10,257",743,296,35
"May 13, 2025",Southern Section,POS80 Fuel Station,"20,000","15,068","6,363",336,45
"May 13, 2025",Southern Section,POS85,"10,000","8,180","1,820",56,146
"May 13, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 13, 2025",UNDOF Vehicle Registration,2085,"16,000",0,0,0,0
"May 13, 2025",UNDOF Vehicle Registration,2086,"16,000","1,029",0,0,0
"May 13, 2025",UNDOF Vehicle Registration,2087,"16,000",0,0,0,0
"May 13, 2025",UNDOF Vehicle Registration,4661,"16,000",0,0,0,0
"May 13, 2025",UNDOF Vehicle Registration,4662,"16,000",0,0,0,0
"May 13, 2025",UNDOF Vehicle Registration,4663,"16,000","6,590",0,0,0
"May 13, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 13, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 14, 2025",Camp Faouar,CF Gen,"40,000","29,844","10,156","2,206",14
"May 14, 2025",Camp Faouar,CF Fuel Station,"100,000","74,078",786,"1,024",72
"May 14, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 14, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 14, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 14, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 14, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,11,134
"May 14, 2025",Camp Faouar,Reserve VDP,"20,000","19,389",611,0,0
"May 14, 2025",ROD,ROD Fuel Station,"49,000","42,000","7,000",35,"1,200"
"May 14, 2025",ROD,ROD Generator,"10,000","9,000","1,000",44,205
"May 14, 2025",Northern Sector,HB GEN,"51,000","47,482","3,518",234,203
"May 14, 2025",Northern Sector,HB Fuel Station,"22,500","21,454","1,046",8,"2,682"
"May 14, 2025",Northern Sector,HH,"42,000","38,300","3,700",115,333
"May 14, 2025",Northern Sector,HS,"37,000","33,982","3,018",162,210
"May 14, 2025",Northern Sector,POS12 Fuel Station,"18,000","16,309","1,691",51,320
"May 14, 2025",Northern Sector,POS12A GEN,"40,000","33,443","6,557",344,97
"May 14, 2025",Central Section,POS10A,"20,000","18,746","1,254",87,215
"May 14, 2025",Central Section,POS17A,"4,000","1,400","2,600",186,8
"May 14, 2025",Central Section,POS 27 Fuel Station,"20,000","18,651","1,349",21,888
"May 14, 2025",Central Section,POS27 Gen,"10,000","8,800","1,200",37,238
"May 14, 2025",Central Section,POS32,"11,000","10,466",534,12,872
"May 14, 2025",Central Section,POS37,"20,000","19,476",524,57,342
"May 14, 2025",Central Section,POS60,"20,000","15,691","4,309",116,135
"May 14, 2025",Western Section,CZ,"60,000","40,728","19,272",500,81
"May 14, 2025",Western Section,POS22,"10,000","6,685","3,315",37,181
"May 14, 2025",Western Section,C Gate GEN,"2,000",750,"1,250",63,12
"May 14, 2025",Western Section,C Gate Central Heating,"1,000",950,50,11,86
"May 14, 2025",Southern Section,POS68,"20,000","19,300",700,88,219
"May 14, 2025",Southern Section,POS80 GEN,"11,000","9,975","1,025",296,34
"May 14, 2025",Southern Section,POS80 Fuel Station,"20,000","19,214","6,363",336,57
"May 14, 2025",Southern Section,POS85,"10,000","8,180","1,820",56,146
"May 14, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 14, 2025",UNDOF Vehicle Registration,2085,"16,000","16,000",0,0,0
"May 14, 2025",UNDOF Vehicle Registration,2086,"16,000","1,029",0,0,0
"May 14, 2025",UNDOF Vehicle Registration,2087,"16,000",0,0,0,0
"May 14, 2025",UNDOF Vehicle Registration,4661,"16,000","16,000",0,0,0
"May 14, 2025",UNDOF Vehicle Registration,4662,"16,000","16,000",0,0,0
"May 14, 2025",UNDOF Vehicle Registration,4663,"16,000","6,590",0,0,0
"May 14, 2025",UNDOF Vehicle Registration,4664,"16,000",0,0,0,0
"May 14, 2025",UNDOF Vehicle Registration,4665,"16,000","16,000",0,0,0
"May 15, 2025",Camp Faouar,CF Gen,"40,000","34,588","5,412","2,206",16
"May 15, 2025",Camp Faouar,CF Fuel Station,"100,000","73,277",786,"1,024",72
"May 15, 2025",Camp Faouar,CF Supply Food Storage GEN (Backup) ,"1,000",587,413,11,53
"May 15, 2025",Camp Faouar,CF JOC GEN (Backup) ,"1,000",446,554,11,41
"May 15, 2025",Camp Faouar,CF CITS/Hospital GEN (Backup) ,"1,000",400,600,11,36
"May 15, 2025",Camp Faouar,CF Pentagon GEN (Backup) ,"1,000",515,485,11,47
"May 15, 2025",Camp Faouar,CF IK Kitchen GEN (Backup) ,"2,000","1,470",530,0,0
"May 15, 2025",Camp Faouar,Reserve VDP,"49,000","42,000","7,000",35,"1,200"
"May 15, 2025",ROD,ROD Fuel Station,"10,000","9,000","1,000",44,205
"May 15, 2025",ROD,ROD Generator,"51,000","47,262","3,738",234,202
"May 15, 2025",Northern Sector,HB GEN,"22,500","21,454","1,046",8,"2,682"
"May 15, 2025",Northern Sector,HB Fuel Station,"42,000","38,172","3,828",115,332
"May 15, 2025",Northern Sector,HH,"37,000","33,847","3,153",162,209
"May 15, 2025",Northern Sector,HS,"18,000","16,129","1,871",51,316
"May 15, 2025",Northern Sector,POS12 Fuel Station,"40,000",33091,"6,909",344,96
"May 15, 2025",Northern Sector,POS12A GEN,"20,000","18,656","1,344",87,214
"May 15, 2025",Central Section,POS10A,"4,000","1,335","2,665",186,7
"May 15, 2025",Central Section,POS17A,"20,000","18,631","1,369",21,887
"May 15, 2025",Central Section,POS 27 Fuel Station,"10,000","8,800","1,200",37,238
"May 15, 2025",Central Section,POS27 Gen,"11,000","10,463",537,12,872
"May 15, 2025",Central Section,POS32,"20,000","19,441",559,57,341
"May 15, 2025",Central Section,POS37,"20,000","15,638","4,362",116,135
"May 15, 2025",Central Section,POS60,"60,000","40,370","19,630",500,81
"May 15, 2025",Western Section,CZ,"10,000","6,685","3,315",37,181
"May 15, 2025",Western Section,POS22,"2,000","2,000",0,63,32
"May 15, 2025",Western Section,C Gate GEN,"1,000",950,50,11,86
"May 15, 2025",Western Section,C Gate Central Heating,"20,000","19,275",725,88,219
"May 15, 2025",Southern Section,POS68,"11,000","10,022",978,296,34
"May 15, 2025",Southern Section,POS80 GEN,"20,000","19,175","6,363",336,57
"May 15, 2025",Southern Section,POS80 Fuel Station,"10,000","8,180","1,820",56,146
"May 15, 2025",Southern Section,POS85,"10,000","8,180","1,820",56,146
"May 15, 2025",Southern Section,POS86B,"20,000","20,000",0,44,455
"May 15, 2025",UNDOF Vehicle Registration,2085,"16,000","16,000",0,0,0
